"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2022","0.3793","0.3320","0.4091","0.3034","12.92B","14.24%"
"06/01/2022","0.3320","0.4216","0.4262","0.2876","16.97B","-21.24%"
"05/01/2022","0.4216","0.5852","0.6567","0.3366","23.44B","-27.97%"
"04/01/2022","0.5852","0.8150","0.8498","0.5713","14.01B","-28.20%"
"03/01/2022","0.8150","0.7813","0.9113","0.6976","16.88B","4.32%"
"02/01/2022","0.7813","0.6176","0.9126","0.5894","24.12B","26.53%"
"01/01/2022","0.6175","0.8301","0.8638","0.5520","16.24B","-25.60%"
"12/01/2021","0.8299","0.9984","1.0172","0.6207","22.11B","-16.81%"
"11/01/2021","0.9976","1.1127","1.3463","0.8902","20.43B","-10.33%"
"10/01/2021","1.1126","0.9532","1.2216","0.9444","18.35B","16.71%"
"09/01/2021","0.9533","1.1860","1.4152","0.8590","21.61B","-19.63%"
"08/01/2021","1.1861","0.7444","1.3481","0.6973","27.02B","59.36%"
"07/01/2021","0.7443","0.7053","0.7691","0.5176","17.66B","5.52%"
"06/01/2021","0.7054","1.0412","1.0973","0.5102","28.16B","-32.37%"
"05/01/2021","1.0429","1.5985","1.7600","0.6507","60.42B","-34.70%"
"04/01/2021","1.5971","0.5696","1.9633","0.5507","78.26B","180.40%"
"03/01/2021","0.5696","0.4157","0.5995","0.4123","33.96B","37.15%"
"02/01/2021","0.4153","0.4949","0.7536","0.3413","70.40B","-16.09%"
"01/01/2021","0.4949","0.2193","0.5088","0.2114","80.29B","125.73%"
"12/01/2020","0.2193","0.6639","0.6795","0.1743","81.60B","-66.97%"
"11/01/2020","0.6639","0.2397","0.7788","0.2280","53.18B","176.94%"
"10/01/2020","0.2397","0.2418","0.2635","0.2285","33.88B","-0.84%"
"09/01/2020","0.2417","0.2811","0.3037","0.2195","39.38B","-14.02%"
"08/01/2020","0.2812","0.2595","0.3267","0.2549","58.23B","8.36%"
"07/01/2020","0.2595","0.2410","0.2604","0.2374","39.33B","48.00%"
"06/01/2020","0.1753","0.2025","0.2145","0.1695","30.43B","-13.44%"
"05/01/2020","0.2025","0.2114","0.2265","0.1824","59.95B","-4.21%"
"04/01/2020","0.2114","0.1736","0.2355","0.1682","84.17B","21.77%"
"03/01/2020","0.1736","0.2290","0.2462","0.1057","130.71B","-24.18%"
"02/01/2020","0.2290","0.2394","0.3455","0.2290","85.10B","-4.33%"
"01/01/2020","0.2394","0.1929","0.3232","0.1846","60.37B","24.07%"
"12/01/2019","0.1929","0.2255","0.2318","0.1755","49.23B","-14.43%"
"11/01/2019","0.2255","0.2945","0.3142","0.2027","49.82B","-23.43%"
"10/01/2019","0.2945","0.2564","0.3120","0.2423","56.76B","14.84%"
"09/01/2019","0.2564","0.2576","0.3257","0.2252","39.25B","-0.45%"
"08/01/2019","0.2576","0.3197","0.3197","0.2402","41.61B","-19.42%"
"07/01/2019","0.3197","0.3970","0.4212","0.2861","40.08B","-19.47%"
"06/01/2019","0.3970","0.4384","0.5055","0.3723","51.20B","-9.46%"
"05/01/2019","0.4384","0.3088","0.4780","0.2930","62.10B","41.94%"
"04/01/2019","0.3089","0.3089","0.3794","0.2869","30.99B","0.00%"
"03/01/2019","0.3089","0.3141","0.3252","0.2941","11.18B","-1.66%"
"02/01/2019","0.3141","0.3093","0.3477","0.2888","10.02B","1.56%"
"01/01/2019","0.3093","0.3510","0.3814","0.2818","6.66B","-11.88%"
"12/01/2018","0.3510","0.3645","0.4527","0.2816","9.04B","-3.70%"
"11/01/2018","0.3645","0.4536","0.5651","0.3280","11.45B","-19.65%"
"10/01/2018","0.4536","0.5827","0.6047","0.3782","10.07B","-22.16%"
"09/01/2018","0.5827","0.3351","0.7885","0.2534","14.71B","73.94%"
"08/01/2018","0.3350","0.4350","0.4626","0.2471","7.08B","-22.98%"
"07/01/2018","0.4350","0.4649","0.5236","0.4252","4.95B","-6.43%"
"06/01/2018","0.4649","0.6110","0.7043","0.4257","4.03B","-23.92%"
"05/01/2018","0.6110","0.8314","0.9305","0.5444","4.78B","-10.53%"
"04/15/2018","0.6830","0.6405","0.6955","0.6404","178.28M","36.35%"
"03/01/2018","0.5009","0.8869","1.0851","0.4737","4.69B","-43.53%"
"02/01/2018","0.8869","1.1363","1.2286","0.5746","6.46B","-22.15%"
"01/01/2018","1.1393","1.9800","3.2900","0.8853","4.03B","-42.46%"
"12/01/2017","1.9800","0.2369","2.4400","0.2005","10.97B","740.41%"
"11/01/2017","0.2356","0.1975","0.2809","0.1755","3.34B","19.29%"
"10/01/2017","0.1975","0.1999","0.2977","0.1830","2.82B","-1.20%"
"09/01/2017","0.1999","0.2593","0.2604","0.1483","1.84B","-22.91%"
"08/01/2017","0.2593","0.1648","0.2977","0.1483","2.60B","57.34%"
"07/01/2017","0.1648","0.2466","0.2581","0.1275","1.20B","-33.17%"
"06/01/2017","0.2466","0.2475","0.3400","0.2140","1.17B","-0.36%"
"05/01/2017","0.2475","0.0522","0.3989","0.0490","2.35B","374.32%"
"04/01/2017","0.0522","0.0214","0.0695","0.0075","2.29B","143.83%"
"03/01/2017","0.0214","0.0056","0.0225","0.0052","1.33B","284.20%"
"02/01/2017","0.0056","0.0064","0.0066","0.0050","175.83M","-13.10%"
"01/01/2017","0.0064","0.0065","0.0072","0.0030","86.42M","-1.55%"
"12/01/2016","0.0065","0.0068","0.0073","0.0060","11.18M","-4.18%"
"11/01/2016","0.0068","0.0080","0.0085","0.0065","10.30M","-14.84%"
"10/01/2016","0.0080","0.0086","0.0095","0.0071","20.04M","-7.22%"
"09/01/2016","0.0086","0.0060","0.0115","0.0058","28.62M","43.33%"
"08/01/2016","0.0060","0.0060","0.0069","0.0048","12.35M","0.00%"
"07/01/2016","0.0060","0.0066","0.0072","0.0058","13.96M","-9.09%"
"06/01/2016","0.0066","0.0056","0.0200","0.0054","51.82M","18.49%"
"05/01/2016","0.0056","0.0069","0.0069","0.0049","4.50M","-19.05%"
"04/01/2016","0.0069","0.0073","0.0078","0.0056","1.35M","-6.95%"
"03/01/2016","0.0074","0.0081","0.0097","0.0069","3.10M","-8.70%"
"02/01/2016","0.0081","0.0062","0.1000","0.0053","2.32M","31.62%"
"01/01/2016","0.0062","0.0052","0.0078","0.0040","336.56K","18.23%"
"12/01/2015","0.0052","0.0039","0.0100","0.0038","999.05K","30.12%"
"11/01/2015","0.0040","0.0050","0.0055","0.0040","174.54K","-20.52%"
"10/01/2015","0.0050","0.0055","0.0082","0.0040","83.58K","-8.92%"
"09/01/2015","0.0055","0.0055","0.0095","0.0055","8.63K","-19.92%"
"08/01/2015","0.0069","0.0086","0.0095","0.0055","1.63K","-19.76%"
"07/01/2015","0.0086","0.0110","0.0150","0.0056","8.19K","-21.82%"
"06/01/2015","0.0110","0.0090","0.0150","0.0056","41.16K","22.22%"
"05/01/2015","0.0090","0.0085","0.0150","0.0046","10.03K","5.88%"
"04/01/2015","0.0085","0.0077","0.0115","0.0036","3.33K","9.85%"
"03/01/2015","0.0077","0.0118","0.0150","0.0066","72.33K","-34.31%"
"02/01/2015","0.0118","0.0150","0.0170","0.0110","0.70K","-21.41%"
