"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2021","61,330.0","43,830.0","66,927.0","43,311.0","182.94K","39.93%"
"09/01/2021","43,830.0","47,157.0","52,888.0","39,678.0","177.13K","-7.06%"
"08/01/2021","47,157.0","41,409.0","50,506.3","37,361.0","174.28K","13.88%"
"07/01/2021","41,409.0","35,043.5","42,317.0","29,341.0","217.92K","18.16%"
"06/01/2021","35,043.5","37,305.0","40,732.0","29,927.0","352.27K","-6.06%"
"05/01/2021","37,305.0","57,634.7","59,454.3","32,623.0","430.70K","-35.28%"
"04/01/2021","57,637.0","58,796.0","64,374.0","48,409.8","251.62K","-1.97%"
"03/01/2021","58,796.0","45,300.0","61,468.0","45,300.0","267.80K","29.79%"
"02/01/2021","45,300.0","33,141.0","58,238.0","32,595.0","321.22K","36.69%"
"01/01/2021","33,141.0","28,933.0","41,616.0","28,932.0","479.93K","14.54%"
"12/01/2020","28,933.0","19,695.0","29,133.0","17,764.0","293.56K","46.97%"
"11/01/2020","19,686.0","13,788.0","19,723.0","13,401.0","284.29K","42.78%"
"10/01/2020","13,788.0","10,795.0","13,958.0","10,476.0","125.27K","27.74%"
"09/01/2020","10,794.0","11,671.0","12,037.0","9,964.1","128.34K","-7.51%"
"08/01/2020","11,671.0","11,350.0","12,415.0","11,032.0","146.79K","2.83%"
"07/01/2020","11,350.0","9,150.6","11,378.0","8,950.2","117.37K","24.04%"
"06/01/2020","9,150.6","9,452.1","10,390.0","8,857.3","148.73K","-3.19%"
"05/01/2020","9,452.1","8,630.8","10,045.0","8,107.4","277.15K","9.46%"
"04/01/2020","8,635.3","6,429.0","9,438.8","6,180.0","311.03K","34.35%"
"03/01/2020","6,427.7","8,561.5","9,231.1","4,001.0","653.74K","-24.89%"
"02/01/2020","8,557.3","9,371.3","10,489.0","8,455.2","220.57K","-8.65%"
"01/01/2020","9,367.4","7,208.2","9,550.0","6,909.3","196.26K","29.95%"
"12/01/2019","7,208.3","7,599.9","7,887.7","6,479.4","163.80K","-5.15%"
"11/01/2019","7,599.9","9,185.6","9,621.8","6,619.4","176.81K","-17.26%"
"10/01/2019","9,185.6","8,331.1","10,464.1","7,341.5","202.42K","10.26%"
"09/01/2019","8,331.1","9,623.9","10,933.0","7,753.0","203.49K","-13.43%"
"08/01/2019","9,623.9","10,096.0","12,307.0","9,360.4","267.64K","-4.60%"
"07/01/2019","10,088.0","10,777.0","13,173.0","9,111.0","498.49K","-6.11%"
"06/01/2019","10,745.0","8,531.9","13,764.0","7,461.0","506.18K","25.92%"
"05/01/2019","8,533.3","5,599.6","9,100.0","5,585.5","501.56K","52.39%"
"04/01/2019","5,599.5","4,167.5","5,647.4","4,127.2","413.61K","34.36%"
"03/01/2019","4,167.6","3,894.0","4,210.0","3,767.4","209.86K","7.03%"
"02/01/2019","3,894.0","3,502.7","4,282.4","3,426.9","376.31K","11.22%"
"01/01/2019","3,501.1","3,832.6","4,214.5","3,427.2","438.33K","-8.60%"
"12/01/2018","3,830.5","4,043.6","4,384.0","3,219.2","973.22K","-5.15%"
"11/01/2018","4,038.3","6,374.8","6,607.1","3,663.0","954.42K","-36.59%"
"10/01/2018","6,368.4","6,625.9","7,704.2","6,223.0","412.85K","-3.77%"
"09/01/2018","6,618.1","7,022.9","7,410.3","6,112.7","655.32K","-5.80%"
"08/01/2018","7,025.9","7,731.3","7,755.6","5,879.3","926.33K","-9.12%"
"07/01/2018","7,730.6","6,617.6","8,500.2","6,080.8","785.16K","20.95%"
"06/01/2018","6,391.5","7,485.9","7,777.4","5,762.9","721.71K","-14.62%"
"05/01/2018","7,485.8","9,240.7","9,990.0","7,048.6","820.00K","-18.98%"
"04/01/2018","9,240.0","6,925.4","9,761.5","6,432.4","1.28M","33.42%"
"03/01/2018","6,925.3","10,316.0","11,696.0","6,533.0","1.78M","-32.86%"
"02/01/2018","10,315.0","10,278.0","11,776.0","6,000.0","1.93M","0.30%"
"01/01/2018","10,284.0","13,794.0","17,252.0","9,231.1","1.62M","-25.48%"
"12/01/2017","13,800.0","9,907.0","19,891.0","9,370.1","2.26M","39.30%"
"11/01/2017","9,907.0","6,450.2","11,427.2","5,426.0","2.12M","53.40%"
"10/01/2017","6,458.3","4,366.6","6,472.1","4,134.9","1.36M","47.89%"
"09/01/2017","4,367.0","4,718.3","4,969.0","2,981.0","1.50M","-7.44%"
"08/01/2017","4,718.2","2,854.3","4,749.9","2,615.8","951.95K","65.20%"
"07/01/2017","2,856.0","2,420.6","2,919.9","1,835.8","942.61K","17.98%"
"06/01/2017","2,420.7","2,191.8","3,000.0","2,050.0","649.18K","10.44%"
"05/01/2017","2,191.8","1,435.0","2,689.0","1,432.0","744.19K","52.72%"
"04/01/2017","1,435.2","1,081.3","1,449.7","1,070.2","422.01K","32.68%"
"03/01/2017","1,081.7","1,189.1","1,328.8","891.0","1.04M","-9.03%"
"02/01/2017","1,189.1","966.2","1,222.2","936.4","477.67K","23.07%"
"01/01/2017","966.2","966.6","1,166.0","738.7","699.43K","-0.04%"
"12/01/2016","966.6","739.0","983.0","738.8","288.28K","36.50%"
"11/01/2016","708.1","704.1","753.7","676.0","136.63K","0.57%"
"10/01/2016","704.1","611.1","724.0","607.0","197.71K","15.22%"
"09/01/2016","611.1","576.2","636.2","570.6","129.69K","1.16%"
"08/01/2016","604.1","604.1","604.1","604.1","","-3.14%"
"07/01/2016","623.7","674.7","707.0","610.1","657.72K","-7.57%"
"06/01/2016","674.7","530.7","789.7","530.7","1.68M","27.14%"
"05/01/2016","530.7","446.6","567.0","433.0","604.03K","18.83%"
"04/01/2016","446.6","416.0","472.0","412.0","366.05K","7.35%"
"03/01/2016","416.0","439.2","442.8","389.7","416.35K","-5.27%"
"02/01/2016","439.2","365.5","451.2","363.3","643.44K","20.15%"
"01/01/2016","365.5","429.0","465.0","353.2","893.30K","-14.81%"
"12/01/2015","429.0","376.9","475.0","346.2","1.15M","13.83%"
"11/01/2015","376.9","316.0","503.4","300.8","1.64M","19.27%"
"10/01/2015","316.0","236.5","336.0","236.2","571.39K","33.62%"
"09/01/2015","236.5","231.4","247.7","224.5","294.47K","2.22%"
"08/01/2015","231.4","284.5","287.0","171.0","706.78K","-18.67%"
"07/01/2015","284.5","262.9","316.0","252.1","753.53K","8.20%"
"06/01/2015","262.9","228.7","268.9","219.8","591.71K","14.95%"
"05/01/2015","228.7","236.1","243.0","227.1","476.35K","-3.14%"
"04/01/2015","236.1","244.5","240.2","214.0","733.27K","-3.36%"
"03/01/2015","244.3","255.7","248.8","242.0","1.24M","-4.45%"
"02/01/2015","255.7","221.4","268.3","217.8","749.17K","17.61%"
"01/01/2015","217.4","317.5","317.5","164.9","89.12K","-31.42%"
"12/01/2014","317.0","376.7","383.1","303.6","47.44K","-15.85%"
"11/01/2014","376.7","337.7","445.0","321.0","45.39K","11.79%"
"10/01/2014","337.0","387.0","405.8","285.1","79.45K","-12.95%"
"09/01/2014","387.1","487.4","494.3","367.3","45.40K","-34.93%"
"08/01/2014","594.9","578.0","606.1","578.0","2.06K","2.74%"
"07/01/2014","579.0","650.0","662.0","550.0","35.96K","-9.53%"
"06/01/2014","640.0","638.0","693.9","545.3","33.23K","0.69%"
"05/01/2014","635.6","450.8","635.6","419.8","27.49K","41.79%"
"04/01/2014","448.3","460.3","522.8","325.0","14.79K","-0.83%"
"03/01/2014","452.0","565.0","685.0","440.4","9.48K","-20.00%"
"02/01/2014","565.0","801.9","814.6","425.0","5.40K","-29.38%"
"01/01/2014","800.0","740.0","950.0","731.0","5.05K","9.93%"
"12/01/2013","727.7","998.1","1,200.0","408.7","5.65K","-34.58%"
"11/01/2013","1,112.4","198.5","1,124.4","198.5","2.43K","461.14%"
"10/01/2013","198.2","125.5","200.6","99.8","","61.03%"
"09/01/2013","123.1","128.3","128.3","116.3","","-4.91%"
"08/01/2013","129.5","96.4","129.5","93.3","","32.22%"
"07/01/2013","97.9","84.6","97.9","66.3","","0.41%"
"06/01/2013","97.5","129.3","129.3","94.7","","-24.31%"
