"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2025","8,720.57","8,494.85","8,825.07","8,468.26","16.13B","2.66%"
"01/04/2025","8,494.85","8,582.81","8,671.91","7,544.83","21.43B","-1.02%"
"01/03/2025","8,582.81","8,809.74","8,908.82","8,481.11","20.81B","-2.58%"
"01/02/2025","8,809.74","8,673.96","8,820.93","8,520.20","19.20B","1.57%"
"01/01/2025","8,673.96","8,173.02","8,692.84","8,160.60","18.07B","6.13%"
"01/12/2024","8,173.02","8,287.30","8,388.37","8,002.34","14.58B","-1.38%"
"01/11/2024","8,287.30","8,110.10","8,307.27","7,995.87","17.71B","2.18%"
"01/10/2024","8,110.10","8,236.95","8,395.58","8,071.72","18.65B","-1.54%"
"01/09/2024","8,236.95","8,376.63","8,380.98","8,168.42","16.74B","-1.67%"
"01/08/2024","8,376.63","8,283.36","8,414.37","8,008.23","1.08B","0.10%"
"01/07/2024","8,367.98","8,164.12","8,399.88","8,056.01","16.54B","2.50%"
"01/06/2024","8,164.12","8,275.38","8,371.72","8,112.93","18.58B","-1.34%"
"01/05/2024","8,275.38","8,144.13","8,474.41","8,111.38","21.44B","1.61%"
"01/04/2024","8,144.13","7,952.62","8,199.95","7,793.91","19.99B","2.41%"
"01/03/2024","7,952.62","7,630.02","7,975.38","7,598.47","22.36B","4.23%"
"01/02/2024","7,630.02","7,630.57","7,748.73","7,492.98","21.73B","-0.01%"
"01/01/2024","7,630.57","7,733.24","7,764.37","7,404.08","17.95B","-1.33%"
"01/12/2023","7,733.24","7,453.75","7,762.88","7,453.75","14.84B","3.75%"
"01/11/2023","7,453.75","7,321.72","7,533.77","7,304.89","15.17B","1.80%"
"01/10/2023","7,321.72","7,608.08","7,687.91","7,279.86","15.12B","-3.76%"
"01/09/2023","7,608.08","7,439.13","7,746.53","7,369.64","14.47B","2.27%"
"01/08/2023","7,439.13","7,699.41","7,715.24","7,215.76","15.22B","-3.38%"
"01/07/2023","7,699.41","7,531.53","7,722.92","7,229.57","12.96B","2.23%"
"01/06/2023","7,531.53","7,446.14","7,687.61","7,401.18","15.99B","1.15%"
"01/05/2023","7,446.14","7,870.57","7,898.69","7,446.14","17.58B","-5.39%"
"01/04/2023","7,870.57","7,631.74","7,936.11","7,631.74","13.30B","3.13%"
"01/03/2023","7,631.74","7,876.28","7,974.40","7,206.82","22.22B","-3.10%"
"01/02/2023","7,876.28","7,771.70","8,047.06","7,745.43","16.62B","1.35%"
"01/01/2023","7,771.70","7,451.74","7,875.58","7,448.69","17.09B","4.29%"
"01/12/2022","7,451.74","7,573.05","7,599.70","7,302.82","12.47B","-1.60%"
"01/11/2022","7,573.05","7,094.53","7,599.27","7,076.47","16.73B","6.74%"
"01/10/2022","7,094.53","6,893.81","7,132.85","6,707.62","18.29B","2.91%"
"01/09/2022","6,893.81","7,284.15","7,514.04","6,829.29","21.81B","-5.36%"
"01/08/2022","7,284.15","7,446.01","7,578.85","7,263.62","14.59B","-1.88%"
"01/07/2022","7,423.43","7,169.28","7,441.20","7,007.09","16.84B","3.54%"
"01/06/2022","7,169.28","7,607.66","7,646.66","6,998.17","17.75B","-5.76%"
"01/05/2022","7,607.66","7,544.55","7,648.26","7,158.53","19.91B","0.84%"
"01/04/2022","7,544.55","7,515.68","7,669.56","7,339.53","17.23B","0.38%"
"01/03/2022","7,515.68","7,458.25","7,595.42","6,787.98","27.52B","0.77%"
"01/02/2022","7,458.25","7,464.37","7,687.27","7,204.74","19.69B","-0.08%"
"01/01/2022","7,464.37","7,384.54","7,619.01","7,283.38","17.84B","1.08%"
"01/12/2021","7,384.54","7,059.45","7,457.14","7,059.35","14.28B","4.61%"
"01/11/2021","7,059.45","7,237.57","7,402.68","6,989.66","18.02B","-2.46%"
"01/10/2021","7,237.57","7,086.42","7,281.17","6,945.50","15.35B","2.13%"
"01/09/2021","7,086.42","7,119.70","7,195.62","6,828.28","15.66B","-0.47%"
"01/08/2021","7,119.70","7,032.30","7,224.46","6,993.06","12.39B","1.24%"
"01/07/2021","7,032.30","7,037.47","7,170.60","6,813.03","13.54B","-0.07%"
"01/06/2021","7,037.47","7,022.61","7,217.54","6,948.63","14.95B","0.21%"
"01/05/2021","7,022.61","6,969.81","7,164.18","6,823.60","14.31B","0.76%"
"01/04/2021","6,969.81","6,713.63","7,040.26","6,713.63","13.53B","3.82%"
"01/03/2021","6,713.63","6,483.43","6,812.78","6,483.43","19.56B","3.55%"
"01/02/2021","6,483.43","6,407.46","6,799.92","6,407.46","16.90B","1.19%"
"01/01/2021","6,407.46","6,460.52","6,903.61","6,397.24","15.24B","-0.82%"
"01/12/2020","6,460.52","6,266.19","6,676.60","6,263.60","17.48B","3.10%"
"01/11/2020","6,266.19","5,577.27","6,468.73","5,554.73","23.27B","12.35%"
"01/10/2020","5,577.27","5,866.10","6,040.47","5,525.52","16.27B","-4.92%"
"01/09/2020","5,866.10","5,963.57","6,123.69","5,771.49","16.79B","-1.63%"
"01/08/2020","5,963.57","5,897.76","6,297.20","5,857.06","11.92B","1.12%"
"01/07/2020","5,897.76","6,169.74","6,323.55","5,897.76","16.14B","-4.41%"
"01/06/2020","6,169.74","6,076.60","6,511.84","5,952.44","21.94B","1.53%"
"01/05/2020","6,076.60","5,901.21","6,234.04","5,661.14","20.95B","2.97%"
"01/04/2020","5,901.21","5,671.96","6,151.58","5,395.07","23.75B","4.04%"
"01/03/2020","5,671.96","6,580.61","6,856.27","4,898.79","37.39B","-13.81%"
"01/02/2020","6,580.61","7,286.01","7,547.65","6,460.08","16.54B","-9.68%"
"01/01/2020","7,286.01","7,542.44","7,689.67","7,275.03","13.19B","-3.40%"
"01/12/2019","7,542.44","7,346.53","7,665.40","7,131.16","14.57B","2.67%"
"01/11/2019","7,346.53","7,248.38","7,446.00","7,197.33","14.23B","1.35%"
"01/10/2019","7,248.38","7,408.21","7,433.24","7,004.43","18.28B","-2.16%"
"01/09/2019","7,408.21","7,207.18","7,440.77","7,199.40","15.85B","2.79%"
"01/08/2019","7,207.18","7,586.78","7,609.98","7,020.22","16.06B","-5.00%"
"01/07/2019","7,586.78","7,425.63","7,727.49","7,425.63","14.65B","2.17%"
"01/06/2019","7,425.63","7,161.71","7,469.19","7,079.71","14.52B","3.69%"
"01/05/2019","7,161.71","7,418.22","7,446.46","7,130.85","15.76B","-3.46%"
"01/04/2019","7,418.22","7,279.19","7,528.93","7,279.19","13.70B","1.91%"
"01/03/2019","7,279.19","7,074.73","7,370.61","7,074.73","15.65B","2.89%"
"01/02/2019","7,074.73","6,968.85","7,261.63","6,968.85","13.67B","1.52%"
"01/01/2019","6,968.85","6,728.13","7,001.94","6,599.48","15.44B","3.58%"
"01/12/2018","6,728.13","6,980.24","7,145.49","6,536.53","15.33B","-3.61%"
"01/11/2018","6,980.24","7,128.10","7,196.39","6,904.21","18.83B","-2.07%"
"01/10/2018","7,128.10","7,510.20","7,526.20","6,851.59","19.12B","-5.09%"
"01/09/2018","7,510.20","7,432.42","7,552.02","7,220.50","15.32B","1.05%"
"01/08/2018","7,432.42","7,748.76","7,790.17","7,428.67","15.62B","-4.08%"
"01/07/2018","7,748.76","7,636.93","7,782.90","7,540.71","16.07B","1.46%"
"01/06/2018","7,636.93","7,678.20","7,793.45","7,508.32","20.02B","-0.54%"
"01/05/2018","7,678.20","7,509.30","7,903.50","7,492.39","19.19B","2.25%"
"01/04/2018","7,509.30","7,056.61","7,546.16","6,971.75","16.09B","6.42%"
"01/03/2018","7,056.61","7,231.91","7,254.87","6,866.94","17.62B","-2.42%"
"01/02/2018","7,231.91","7,533.55","7,554.73","7,073.03","17.11B","-4.00%"
"01/01/2018","7,533.55","7,687.77","7,792.56","7,521.77","17.01B","-2.01%"
"01/12/2017","7,687.77","7,326.67","7,697.62","7,288.73","14.16B","4.93%"
"01/11/2017","7,326.67","7,493.08","7,582.85","7,326.67","18.75B","-2.22%"
"01/10/2017","7,493.08","7,372.76","7,565.11","7,372.73","17.74B","1.63%"
"01/09/2017","7,372.76","7,430.62","7,460.52","7,196.58","15.93B","-0.78%"
"01/08/2017","7,430.62","7,372.00","7,551.85","7,289.20","14.95B","0.80%"
"01/07/2017","7,372.00","7,312.72","7,515.12","7,303.46","16.51B","0.81%"
"01/06/2017","7,312.72","7,519.95","7,598.99","7,302.71","19.72B","-2.76%"
"01/05/2017","7,519.95","7,203.94","7,586.45","7,203.94","18.87B","4.39%"
"01/04/2017","7,203.94","7,322.92","7,406.35","7,096.83","16.25B","-1.62%"
"01/03/2017","7,322.92","7,263.44","7,447.00","7,255.78","20.64B","0.82%"
"01/02/2017","7,263.44","7,099.15","7,329.56","7,093.57","16.95B","2.31%"
"01/01/2017","7,099.15","7,142.83","7,354.14","7,099.15","17.90B","-0.61%"
"01/12/2016","7,142.83","6,783.79","7,142.83","6,678.74","15.40B","5.29%"
"01/11/2016","6,783.79","6,954.22","6,997.25","6,676.56","20.47B","-2.45%"
"01/10/2016","6,954.22","6,899.33","7,129.83","6,898.09","19.25B","0.80%"
"01/09/2016","6,899.33","6,781.51","6,941.09","6,654.48","18.67B","1.74%"
"01/08/2016","6,781.51","6,724.43","6,955.34","6,615.83","16.19B","0.85%"
"01/07/2016","6,724.43","6,504.33","6,780.05","6,432.47","19.72B","3.38%"
"01/06/2016","6,504.33","6,230.79","6,504.33","5,788.74","25.47B","4.39%"
"01/05/2016","6,230.79","6,241.89","6,290.07","6,050.21","15.08B","-0.18%"
"01/04/2016","6,241.89","6,174.90","6,427.32","6,061.85","15.84B","1.08%"
"01/03/2016","6,174.90","6,097.09","6,237.02","6,036.70","16.59B","1.28%"
"01/02/2016","6,097.09","6,083.79","6,115.37","5,499.51","19.36B","0.22%"
"01/01/2016","6,083.79","6,242.32","6,242.32","5,639.88","17.94B","-2.54%"
"01/12/2015","6,242.32","6,356.09","6,447.34","5,871.88","13.85B","-1.79%"
"01/11/2015","6,356.09","6,361.09","6,459.46","6,079.79","14.57B","-0.08%"
"01/10/2015","6,361.09","6,061.61","6,487.89","6,051.62","15.69B","4.94%"
"01/09/2015","6,061.61","6,247.94","6,284.17","5,877.08","18.51B","-2.98%"
"01/08/2015","6,247.94","6,696.28","6,764.82","5,768.22","17.67B","-6.70%"
"01/07/2015","6,696.28","6,520.98","6,813.41","6,430.36","15.85B","2.69%"
"01/06/2015","6,520.98","6,984.43","7,037.58","6,520.98","16.46B","-6.64%"
"01/05/2015","6,984.43","6,960.63","7,083.72","6,810.05","15.79B","0.34%"
"01/04/2015","6,960.63","6,773.04","7,122.74","6,765.40","15.08B","2.77%"
"01/03/2015","6,773.04","6,946.66","7,065.08","6,693.80","17.93B","-2.50%"
"01/02/2015","6,946.66","6,749.40","6,967.24","6,731.99","14.79B","2.92%"
"01/01/2015","6,749.40","6,566.09","6,864.97","6,298.15","16.13B","2.79%"
"01/12/2014","6,566.09","6,722.62","6,753.19","6,144.72","14.08B","-2.33%"
"01/11/2014","6,722.62","6,546.47","6,773.14","6,444.89","14.26B","2.69%"
"01/10/2014","6,546.47","6,622.72","6,622.81","6,072.68","20.15B","-1.15%"
"01/09/2014","6,622.72","6,819.75","6,904.86","6,601.62","15.41B","-2.89%"
"01/08/2014","6,819.75","6,730.11","6,831.19","6,528.73","10.85B","1.33%"
"01/07/2014","6,730.11","6,743.94","6,875.31","6,643.62","13.16B","-0.21%"
"01/06/2014","6,743.94","6,844.51","6,878.96","6,701.59","12.69B","-1.47%"
"01/05/2014","6,844.51","6,780.03","6,894.88","6,766.84","13.89B","0.95%"
"01/04/2014","6,780.03","6,598.37","6,794.88","6,507.08","15.48B","2.75%"
"01/03/2014","6,598.37","6,809.70","6,827.22","6,492.62","18.32B","-3.10%"
"01/02/2014","6,809.70","6,510.44","6,866.35","6,416.72","17.27B","4.60%"
"01/01/2014","6,510.44","6,749.09","6,867.42","6,421.26","15.18B","-3.54%"
"01/12/2013","6,749.09","6,650.57","6,768.44","6,422.23","10.80B","1.48%"
"01/11/2013","6,650.57","6,731.43","6,780.11","6,613.98","12.58B","-1.20%"
"01/10/2013","6,731.43","6,462.22","6,819.86","6,316.91","14.04B","4.17%"
"01/09/2013","6,462.22","6,412.93","6,659.12","6,412.93","15.31B","0.77%"
"01/08/2013","6,412.93","6,621.06","6,696.63","6,386.72","13.68B","-3.14%"
"01/07/2013","6,621.06","6,215.47","6,662.19","6,185.21","14.67B","6.53%"
"01/06/2013","6,215.47","6,583.09","6,583.09","6,023.44","15.91B","-5.58%"
"01/05/2013","6,583.09","6,430.12","6,875.62","6,409.81","15.76B","2.38%"
"01/04/2013","6,430.12","6,411.74","6,501.78","6,214.36","14.32B","0.29%"
"01/03/2013","6,411.74","6,360.81","6,533.99","6,308.56","15.79B","0.80%"
"01/02/2013","6,360.81","6,276.88","6,412.44","6,216.72","14.13B","1.34%"
"01/01/2013","6,276.88","5,897.81","6,354.46","5,897.81","14.22B","6.43%"
"01/12/2012","5,897.81","5,866.82","5,997.04","5,852.88","10.07B","0.53%"
"01/11/2012","5,866.82","5,782.70","5,921.78","5,605.59","16.16B","1.45%"
"01/10/2012","5,782.70","5,742.07","5,928.27","5,738.59","16.34B","0.71%"
"01/09/2012","5,742.07","5,711.48","5,932.62","5,634.88","16.52B","0.54%"
"01/08/2012","5,711.48","5,635.28","5,876.22","5,632.97","13.45B","1.35%"
"01/07/2012","5,635.28","5,571.15","5,727.45","5,478.02","14.71B","1.15%"
"01/06/2012","5,571.15","5,320.86","5,623.85","5,229.76","18.24B","4.70%"
"01/05/2012","5,320.86","5,737.78","5,819.93","5,253.92","19.82B","-7.27%"
"01/04/2012","5,737.78","5,768.45","5,890.16","5,576.37","17.51B","-0.53%"
"01/03/2012","5,768.45","5,871.51","5,989.07","5,726.50","21.19B","-1.76%"
"01/02/2012","5,871.51","5,681.61","5,964.02","5,680.67","19.08B","3.34%"
"01/01/2012","5,681.61","5,572.28","5,806.24","5,572.28","19.75B","1.96%"
"01/12/2011","5,572.28","5,505.42","5,631.88","5,328.67","14.85B","1.21%"
"01/11/2011","5,505.42","5,544.22","5,616.00","5,075.22","21.15B","-0.70%"
"01/10/2011","5,544.22","5,128.48","5,747.33","4,868.60","17.96B","8.11%"
"01/09/2011","5,128.48","5,394.53","5,449.67","4,928.14","20.70B","-4.93%"
"01/08/2011","5,394.53","5,815.19","5,913.46","4,791.01","25.91B","-7.23%"
"01/07/2011","5,815.19","5,945.71","6,084.08","5,752.81","17.01B","-2.20%"
"01/06/2011","5,945.71","5,989.99","5,995.22","5,644.38","19.03B","-0.74%"
"01/05/2011","5,989.99","6,069.90","6,103.73","5,810.46","17.88B","-1.32%"
"01/04/2011","6,069.90","5,908.76","6,091.75","5,858.32","12.95B","2.73%"
"01/03/2011","5,908.76","5,994.01","6,052.08","5,591.59","19.74B","-1.42%"
"01/02/2011","5,994.01","5,862.94","6,105.77","5,860.95","16.98B","2.24%"
"01/01/2011","5,862.94","5,899.94","6,090.49","5,815.44","17.84B","-0.63%"
