"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2023","1,873.63","1,869.05","2,013.10","1,741.48","11.91M","0.25%"
"01/04/2023","1,868.88","1,821.62","2,137.56","1,764.26","15.06M","2.59%"
"01/03/2023","1,821.62","1,604.69","1,852.48","1,371.47","21.96M","13.52%"
"01/02/2023","1,604.69","1,585.27","1,738.87","1,464.10","14.07M","1.23%"
"01/01/2023","1,585.27","1,195.69","1,678.27","1,191.67","15.36M","32.58%"
"01/12/2022","1,195.67","1,294.40","1,348.43","1,152.54","11.56M","-7.63%"
"01/11/2022","1,294.41","1,572.89","1,666.17","1,076.29","25.72M","-17.70%"
"01/10/2022","1,572.89","1,328.73","1,660.13","1,196.63","18.77M","18.37%"
"01/09/2022","1,328.73","1,554.57","1,788.10","1,222.29","26.34M","-14.56%"
"01/08/2022","1,555.12","1,679.98","2,028.40","1,424.33","30.21M","-7.43%"
"01/07/2022","1,680.00","1,069.13","1,781.39","1,012.29","45.65M","57.15%"
"01/06/2022","1,069.05","1,941.81","1,971.22","883.35","48.62M","-44.95%"
"01/05/2022","1,941.79","2,727.20","2,963.54","1,708.62","30.39M","-28.80%"
"01/04/2022","2,727.18","3,282.33","3,579.82","2,716.31","16.66M","-16.91%"
"01/03/2022","3,282.35","2,922.44","3,481.23","2,447.74","18.38B","12.31%"
"01/02/2022","2,922.50","2,686.82","3,277.36","2,303.07","18.06M","8.77%"
"01/01/2022","2,686.82","3,677.69","3,889.07","2,161.55","19.15M","-26.95%"
"01/12/2021","3,677.85","4,628.72","4,778.14","3,533.02","18.28M","-20.55%"
"01/11/2021","4,628.90","4,287.41","4,864.06","3,917.43","17.12M","7.96%"
"01/10/2021","4,287.56","2,999.86","4,458.30","2,972.75","21.57M","42.89%"
"01/09/2021","3,000.59","3,429.65","4,024.89","2,659.71","30.69M","-12.54%"
"01/08/2021","3,430.74","2,530.94","3,467.42","2,445.49","26.43M","35.49%"
"01/07/2021","2,532.19","2,274.50","2,551.68","1,720.70","33.53M","11.36%"
"01/06/2021","2,273.84","2,707.94","2,889.19","1,707.24","51.29M","-16.05%"
"01/05/2021","2,708.47","2,772.27","4,366.10","1,739.91","81.40M","-2.32%"
"01/04/2021","2,772.78","1,918.82","2,797.61","1,897.38","61.47M","44.57%"
"01/03/2021","1,917.99","1,418.91","1,945.40","1,411.55","50.74M","35.19%"
"01/02/2021","1,418.76","1,312.69","2,040.79","1,272.09","53.76M","8.08%"
"01/01/2021","1,312.73","735.87","1,474.68","715.15","79.04M","78.37%"
"01/12/2020","735.94","616.78","757.11","530.88","300.29M","19.49%"
"01/11/2020","615.92","386.36","621.70","370.96","437.16M","59.39%"
"01/10/2020","386.42","359.50","420.12","334.11","209.52M","7.52%"
"01/09/2020","359.39","433.89","488.24","314.13","410.26M","-17.17%"
"01/08/2020","433.90","346.48","444.86","335.76","246.93M","25.22%"
"01/07/2020","346.51","225.61","349.34","223.53","237.53M","53.58%"
"01/06/2020","225.63","231.80","253.21","217.11","220.37M","-2.67%"
"01/05/2020","231.81","206.23","246.55","177.43","549.27M","12.41%"
"01/04/2020","206.22","132.88","227.05","128.93","752.88M","55.22%"
"01/03/2020","132.86","217.51","251.55","88.50","798.97M","-38.92%"
"01/02/2020","217.52","179.88","287.93","179.88","565.04M","20.91%"
"01/01/2020","179.91","129.21","186.76","126.05","412.79M","39.24%"
"01/12/2019","129.21","151.93","152.33","117.14","378.34M","-14.97%"
"01/11/2019","151.95","182.38","194.11","131.78","330.12M","-16.68%"
"01/10/2019","182.37","180.36","195.87","154.42","353.37M","1.12%"
"01/09/2019","180.35","171.62","223.35","153.17","294.65M","5.09%"
"01/08/2019","171.62","217.23","237.47","106.01","286.37M","-20.99%"
"01/07/2019","217.23","292.23","317.94","192.91","290.11M","-25.66%"
"01/06/2019","292.21","267.94","364.89","227.00","261.02M","9.04%"
"01/05/2019","267.99","161.84","287.99","158.85","420.62M","65.63%"
"01/04/2019","161.80","141.77","185.54","140.26","357.03M","14.11%"
"01/03/2019","141.79","135.47","168.42","123.25","363.75M","4.67%"
"01/02/2019","135.47","106.74","165.79","102.28","221.67M","26.95%"
"01/01/2019","106.71","131.90","159.78","101.60","131.93M","-19.10%"
"01/12/2018","131.90","113.76","158.27","77.65","146.33M","15.93%"
"01/11/2018","113.77","198.59","224.64","102.80","605.73M","-42.71%"
"01/10/2018","198.59","232.80","235.95","188.65","397.56M","-14.70%"
"01/09/2018","232.80","281.94","301.92","169.08","175.97M","-17.43%"
"01/08/2018","281.94","431.88","434.43","250.84","101.46M","-34.66%"
"01/07/2018","431.50","452.72","515.20","418.71","42.99M","-4.68%"
"01/06/2018","452.67","577.87","627.51","406.12","42.91M","-21.67%"
"01/05/2018","577.87","670.12","838.26","507.72","35.18M","-13.76%"
"01/04/2018","670.07","394.10","711.74","359.49","32.78M","70.09%"
"01/03/2018","393.96","852.44","879.53","366.12","29.39M","-53.79%"
"01/02/2018","852.49","1,118.15","1,157.09","568.78","33.36M","-23.75%"
"01/01/2018","1,118.08","736.77","1,423.20","717.94","29.28M","51.75%"
"01/12/2017","736.77","432.21","863.00","390.00","32.87M","70.47%"
"01/11/2017","432.21","303.69","517.00","275.21","20.28M","42.32%"
"01/10/2017","303.69","303.44","355.00","273.50","15.55M","0.08%"
"01/09/2017","303.44","387.30","395.03","198.00","29.41M","-21.65%"
"01/08/2017","387.30","200.81","390.10","200.80","18.01M","92.87%"
"01/07/2017","200.81","275.62","285.91","136.12","27.07M","-27.14%"
"01/06/2017","275.62","218.34","412.21","196.00","14.33M","26.23%"
"01/05/2017","218.34","83.51","230.55","66.00","17.36M","161.45%"
"01/04/2017","83.51","49.72","84.00","41.05","12.69M","67.96%"
"01/03/2017","49.72","15.86","58.99","15.62","28.83M","213.49%"
"01/02/2017","15.86","10.71","16.23","10.41","4.81M","48.09%"
"01/01/2017","10.71","8.17","11.70","8.03","4.45M","33.88%"
"01/12/2016","8.00","8.61","8.84","5.86","3.92M","-7.19%"
"01/11/2016","8.62","10.96","11.27","7.74","1.94M","-21.35%"
"01/10/2016","10.96","13.25","13.50","9.50","3.05M","-17.59%"
"01/09/2016","13.30","11.66","15.40","11.26","3.84M","14.36%"
"01/08/2016","11.63","12.00","12.33","9.90","4.20M","-1.94%"
"01/07/2016","11.86","12.50","15.15","9.35","16.27M","-5.12%"
"01/06/2016","12.50","14.07","21.69","10.13","21.52M","-10.78%"
"01/05/2016","14.01","8.74","14.89","8.35","7.22M","57.95%"
"01/04/2016","8.87","11.41","11.94","6.86","2.30M","-22.26%"
